CID,target,Activity at 10.0 uM
1455412,0,-12.0362
767691,0,-12.0362
2423682,0,-12.0351
2480,0,-12.0348
2084273,0,-12.0309
3753704,0,-12.0292
273360,0,-12.0279
3456529,0,-12.0273
6459151,0,-12.0268
2808730,0,-12.0266
54686494,0,-12.0255
2948345,0,-12.0229
2830416,0,-12.0222
531951,0,-12.0219
2838824,0,-12.021
2313868,0,-12.0201
9667995,0,-12.019
1477652,0,-12.0189
9563268,0,-12.018
135446767,0,-12.0099
24818577,0,-12.0098
243064,0,-12.0091
2507035,0,-12.0076
2120341,0,-12.0073
2837466,0,-12.005
2979363,0,-12.0049
5967432,0,-12.0048
2245071,0,-12.0032
6493343,0,-12.0025
3414303,0,-12.0021
938135,0,-12.0021
674573,0,-12.0017
3744755,0,-12.0014
135650785,0,-12.001
6537244,0,-11.9998
3223887,0,-11.9988
3157869,0,-11.9981
24816589,0,-11.996
7207565,0,-11.9956
2747540,0,-11.9926
3146123,0,-11.9918
975260,0,-11.9894
3156309,0,-11.9891
7190718,0,-11.9887
2226770,0,-11.9882
5937184,0,-11.9877
2802620,0,-11.9869
809418,0,-11.9866
5332842,0,-11.9817
2811751,0,-11.9811
2901512,0,-11.9802
2213045,0,-11.9773
2951154,0,-11.975
5727585,0,-11.9746
135512237,0,-11.9732
1021093,0,-11.9727
2743507,0,-11.9713
2947560,0,-11.9688
2301424,0,-11.9676
2809581,0,-11.9673
135468839,0,-11.9672
3090141,0,-11.9624
3948305,0,-11.9603
5072425,0,-11.9588
6460553,0,-11.9522
627327,0,-11.952
135421510,0,-11.951
6465863,0,-11.9494
9593428,0,-11.9458
6904602,0,-11.9458
17497066,0,-11.9458
9642144,0,-11.9444
805432,0,-11.9444
16543,0,-11.9423
917461,0,-11.9422
2745792,0,-11.9418
1489179,0,-11.939
824381,0,-11.9387
41501,0,-11.932
2418820,0,-11.9306
6468426,0,-11.9305
2740689,0,-11.9299
24818731,0,-11.924
2774818,0,-11.9232
668231,0,-11.9229
2030154,0,-11.9227
2858738,0,-11.921
1332014,0,-11.9137
2846428,0,-11.9137
754088,0,-11.9133
2603904,0,-11.9108
2375526,0,-11.91
5982244,0,-11.9088
710249,0,-11.9065
135467314,0,-11.906
20179591,0,-11.9042
1485477,0,-11.8983
8634350,0,-11.8979
6884657,0,-11.8966
54677758,0,-11.8964
2814663,0,-11.8959
1132947,0,-11.8951
1094929,0,-11.8928
3693619,0,-11.8915
2016336,0,-11.8912
25162453,0,-11.8903
1319393,0,-11.8902
25237164,0,-11.8902
135455168,0,-11.8898
3157649,0,-11.8894
6465352,0,-11.8887
2388014,0,-11.8876
2731282,0,-11.8871
18577474,0,-11.8871
16195585,0,-11.885
848132,0,-11.885
2107779,0,-11.8838
720985,0,-11.8829
834526,0,-11.8829
1433583,0,-11.8823
5083852,0,-11.8806
3914317,0,-11.8801
16445400,0,-11.8759
5741720,0,-11.8756
723484,0,-11.8756
4868360,0,-11.8749
5345060,0,-11.8736
738018,0,-11.8728
695642,0,-11.8712
669511,0,-11.8706
2812839,0,-11.8683
2972954,0,-11.8677
1535126,0,-11.8673
3890211,0,-11.8664
506064,0,-11.8653
735612,0,-11.8635
17417565,0,-11.8631
5437799,0,-11.8619
24818670,0,-11.8594
16193630,0,-11.859
6483868,0,-11.8589
20855963,0,-11.858
5757581,0,-11.8569
2329528,0,-11.8562
3563400,0,-11.8558
2442215,0,-11.8555
2965795,0,-11.8553
3224256,0,-11.854
9558982,0,-11.853
1383288,0,-11.8524
719260,0,-11.8523
1608673,0,-11.8521
1488098,0,-11.8516
2816672,0,-11.8512
9556721,0,-11.851
3349004,0,-11.8508
16430499,0,-11.8505
3548218,0,-11.8497
707366,0,-11.8484
692477,0,-11.8466
2307517,0,-11.8452
3163405,0,-11.845
2570751,0,-11.8446
879823,0,-11.8427
4079301,0,-11.8426
946848,0,-11.8415
2770285,0,-11.8413
1810698,0,-11.8399
1259262,0,-11.839
3121411,0,-11.8388
2725147,0,-11.8382
2057513,0,-11.8375
4781252,0,-11.8342
2987235,0,-11.8331
2790044,0,-11.8233
9585289,0,-11.8224
2449777,0,-11.8205
16189560,0,-11.8198
825507,0,-11.8198
4875171,0,-11.8195
762854,0,-11.8178
135519983,0,-11.8171
4262136,0,-11.8162
3537198,0,-11.816
788868,0,-11.8153
2338070,0,-11.815
6890101,0,-11.8146
549530,0,-11.8143
6092914,0,-11.8126
850330,0,-11.8126
6518109,0,-11.8117
4963438,0,-11.8112
6882579,0,-11.8109
2850298,0,-11.8083
786042,0,-11.8082
9593725,0,-11.8077
7253854,0,-11.8072
1403133,0,-11.8067
854758,0,-11.8048
1245477,0,-11.8041
6462653,0,-11.8035
916114,0,-11.8032
4263296,0,-11.8025
2241109,0,-11.8018
6460240,0,-11.8005
24819493,0,-11.8005
5823343,0,-11.7995
4892798,0,-11.7992
945362,0,-11.7984
2975702,0,-11.7982
2649132,0,-11.7981
3841068,0,-11.7966
9591727,0,-11.7956
3736262,0,-11.7956
857101,0,-11.7944
9442008,0,-11.7909
972348,0,-11.7908
135491366,0,-11.7902
6881280,0,-11.7897
16379273,0,-11.7874
2743884,0,-11.7863
7197576,0,-11.7861
2451919,0,-11.7858
2810452,0,-11.7848
921840,0,-11.7843
16189456,0,-11.784
617079,0,-11.7832
2729796,0,-11.7822
755826,0,-11.7814
3816221,0,-11.7811
16193726,0,-11.7809
867006,0,-11.78
2746683,0,-11.779
25237168,0,-11.7782
2790055,0,-11.7766
847006,0,-11.776
4443473,0,-11.7754
2932877,0,-11.7748
2988603,0,-11.7744
2463754,0,-11.7739
3611837,0,-11.7715
2808130,0,-11.7681
6464455,0,-11.7677
2801704,0,-11.7662
5727024,0,-11.7659
2956552,0,-11.7643
3759260,0,-11.7639
951361,0,-11.7622
3730168,0,-11.7622
2933345,0,-11.7618
16410285,0,-11.7599
3577080,0,-11.7599
5199339,0,-11.7585
365388,0,-11.7577
135420693,0,-11.755
2747052,0,-11.7541
7558340,0,-11.7535
3222601,0,-11.7531
3889313,0,-11.753
1072434,0,-11.7527
697807,0,-11.7494
74143,0,-11.7477
9635666,0,-11.7463
1474457,0,-11.7439
2017572,0,-11.7437
3107186,0,-11.7423
2826944,0,-11.7409
2670238,0,-11.7397
1379186,0,-11.7389
5165886,0,-11.7384
5887315,0,-11.7378
1905404,0,-11.7377
7609729,0,-11.7369
2211563,0,-11.7366
5724077,0,-11.7363
6490952,0,-11.7327
2526877,0,-11.7321
1994334,0,-11.7318
2399645,0,-11.7313
135641793,0,-11.7309
1732276,0,-11.7309
4021578,0,-11.7283
740953,0,-11.7282
692233,0,-11.7275
3336542,0,-11.7274
6484490,0,-11.7269
795657,0,-11.7268
3659088,0,-11.7262
6882589,0,-11.7254
3324499,0,-11.7248
2519964,0,-11.7241
722939,0,-11.724
972401,0,-11.7238
2710612,0,-11.7234
1383884,0,-11.7233
2813994,0,-11.7224
902793,0,-11.7214
9656826,0,-11.7202
2115414,0,-11.7177
951091,0,-11.7173
3217966,0,-11.7168
943137,0,-11.7143
1214421,0,-11.7139
2113479,0,-11.7136
719253,0,-11.7129
6882179,0,-11.7107
972710,0,-11.7102
2496082,0,-11.7101
2336901,0,-11.7101
6462116,0,-11.7094
24818155,0,-11.709
540145,0,-11.7063
17459228,0,-11.7058
17583757,0,-11.7053
7117334,0,-11.7035
3124661,0,-11.7031
974543,0,-11.702
2743941,0,-11.701
3103994,0,-11.6988
3161106,0,-11.6985
2788031,0,-11.6975
970036,0,-11.6962
2834616,0,-11.6938
5927075,0,-11.6933
4906278,0,-11.6923
6877155,0,-11.6922
742235,0,-11.6917
3256905,0,-11.6904
2043882,0,-11.6901
805923,0,-11.6888
7196626,0,-11.6882
4827070,0,-11.6878
3124727,0,-11.6841
2731287,0,-11.6836
5039055,0,-11.6824
792900,0,-11.6823
6463582,0,-11.6805
23607865,0,-11.6805
3306623,0,-11.6789
6461363,0,-11.6785
2843403,0,-11.6775
3547525,0,-11.6766
929321,0,-11.675
2816875,0,-11.6728
2057777,0,-11.6706
2738769,0,-11.6704
1481657,0,-11.6699
16682089,0,-11.6697
6471578,0,-11.6671
2968162,0,-11.667
2649861,0,-11.6653
6464670,0,-11.664
7207491,0,-11.6621
2223231,0,-11.662
9567046,0,-11.6612
4773837,0,-11.6612
2562819,0,-11.6601
672387,0,-11.6591
2812761,0,-11.6591
871334,0,-11.658
2360905,0,-11.6575
2729981,0,-11.6572
9680858,0,-11.6571
1575351,0,-11.6563
3150581,0,-11.6561
1830754,0,-11.6551
9652256,0,-11.651
54681625,0,-11.6509
2498260,0,-11.648
2956497,0,-11.6466
2603958,0,-11.645
2364189,0,-11.6394
1026487,0,-11.6389
2386829,0,-11.6387
2429712,0,-11.6379
2772257,0,-11.6352
1735927,0,-11.6334
5332293,0,-11.6329
4034917,0,-11.6316
135580378,0,-11.6295
9638581,0,-11.6291
16573255,0,-11.6287
6860871,0,-11.6272
769945,0,-11.6271
732314,0,-11.6269
6861887,0,-11.6263
12807919,0,-11.6249
135554597,0,-11.6241
4882359,0,-11.6239
2836166,0,-11.6234
16193807,0,-11.6217
830451,0,-11.6211
4170459,0,-11.6207
3687826,0,-11.6207
2813951,0,-11.6198
4916125,0,-11.6197
689218,0,-11.6179
2987801,0,-11.6178
4069244,0,-11.6172
46507576,0,-11.6172
9557181,0,-11.6143
2813573,0,-11.612
3168784,0,-11.612
1084411,0,-11.6116
1247197,0,-11.6114
697370,0,-11.6109
3794817,0,-11.608
6352010,0,-11.6043
564714,0,-11.6039
293815,0,-11.603
17429563,0,-11.6023
1975785,0,-11.6
6472287,0,-11.5997
2962019,0,-11.599
838701,0,-11.5971
3156180,0,-11.5966
3829008,0,-11.5961
961408,0,-11.596
2085750,0,-11.5918
9632757,0,-11.5913
760402,0,-11.5911
2339850,0,-11.5909
2810651,0,-11.5889
2947730,0,-11.5866
135693226,0,-11.5859
16681790,0,-11.5853
1163059,0,-11.5835
3137047,0,-11.5824
6467071,0,-11.5823
2920563,0,-11.581
3138212,0,-11.5808
2536503,0,-11.5771
24790177,0,-11.5763
2844277,0,-11.576
836756,0,-11.5734
2012635,0,-11.5728
4408902,0,-11.5696
771807,0,-11.5677
5851288,0,-11.5669
866271,0,-11.5667
2227233,0,-11.5641
3152354,0,-11.5628
135472868,0,-11.5626
748295,0,-11.5621
774,0,-11.5605
2832737,0,-11.5604
719567,0,-11.5597
2990090,0,-11.5592
842983,0,-11.5557
1490546,0,-11.5552
947754,0,-11.5525
2763746,0,-11.5514
4276668,0,-11.5497
2738514,0,-11.5497
8113656,0,-11.5486
17218162,0,-11.5457
2802374,0,-11.5432
3811922,0,-11.5431
2815914,0,-11.5423
1521550,0,-11.5413
1970728,0,-11.5411
135550903,0,-11.5405
135632208,0,-11.5396
3667189,0,-11.5367
2877899,0,-11.5366
247832,0,-11.5363
2744076,0,-11.5363
5919806,0,-11.5358
9327503,0,-11.533
2980529,0,-11.5324
5525417,0,-11.5319
16190083,0,-11.5289
4400520,0,-11.5289
774032,0,-11.5286
24818985,0,-11.5269
16187486,0,-11.5259
2433674,0,-11.5256
2731337,0,-11.5249
2738171,0,-11.5226
15996456,0,-11.522
1873798,0,-11.5213
946539,0,-11.5189
4382223,0,-11.5183
2380499,0,-11.5182
3312874,0,-11.514
3116809,0,-11.5135
743379,0,-11.5131
5339201,0,-11.5127
746667,0,-11.5119
7985581,0,-11.5116
6107601,0,-11.5114
2948897,0,-11.5099
3094465,0,-11.5089
5900737,0,-11.5075
7100620,0,-11.5075
932336,0,-11.5067
2861367,0,-11.5067
2978047,0,-11.5066
2222168,0,-11.5064
16445752,0,-11.5054
2879284,0,-11.5051
2811011,0,-11.5007
2744685,0,-11.4976
712559,0,-11.4964
20914762,0,-11.4951
3877450,0,-11.4949
2087577,0,-11.494
3169239,0,-11.493
825801,0,-11.4929
3148412,0,-11.4927
2858541,0,-11.4907
1971110,0,-11.4897
8280181,0,-11.4883
1158973,0,-11.4876
783993,0,-11.4873
260972,0,-11.487
2819709,0,-11.4868
5340838,0,-11.4855
1082195,0,-11.4835
1084339,0,-11.4835
2578179,0,-11.4816
1476751,0,-11.4813
986520,0,-11.4806
2897720,0,-11.4802
4423590,0,-11.4798
4827667,0,-11.4784
4295870,0,-11.4746
135491350,0,-11.4744
4998739,0,-11.4741
806209,0,-11.4737
4267450,0,-11.4726
1718133,0,-11.472
24816760,0,-11.4707
7946085,0,-11.47
6462003,0,-11.4696
855346,0,-11.4689
7205907,0,-11.4654
9110597,0,-11.4654
2888769,0,-11.4653
2060622,0,-11.4644
755259,0,-11.4642
3323342,0,-11.4627
864037,0,-11.4619
1541625,0,-11.4615
2980204,0,-11.4615
1094956,0,-11.4603
6518520,0,-11.4598
2800024,0,-11.4564
3756966,0,-11.4557
16682376,0,-11.4551
6466340,0,-11.4541
714693,0,-11.4522
2121389,0,-11.4505
1566585,0,-11.4497
6469989,0,-11.4493
16192750,0,-11.4486
6471716,0,-11.4468
4917496,0,-11.4459
9631042,0,-11.4445
759969,0,-11.4443
1481669,0,-11.444
2765094,0,-11.4413
7205906,0,-11.4412
835182,0,-11.4411
2991619,0,-11.4403
2858578,0,-11.4402
2400398,0,-11.4379
1960233,0,-11.4373
9344082,0,-11.4364
972661,0,-11.4363
362861,0,-11.4363
3219695,0,-11.4274
756821,0,-11.4272
16249326,0,-11.426
1487943,0,-11.4247
6499784,0,-11.4229
841818,0,-11.4226
4783568,0,-11.4226
2813558,0,-11.4221
8071828,0,-11.4205
4014178,0,-11.4195
2003439,0,-11.4192
5200023,0,-11.4175
2592841,0,-11.4174
5741699,0,-11.4169
5409329,0,-11.4169
6464441,0,-11.4167
2116212,0,-11.4151
2812777,0,-11.4136
4845861,0,-11.4126
5146959,0,-11.412
2725560,0,-11.4111
669449,0,-11.409
3206747,0,-11.4085
9611230,0,-11.407
2767749,0,-11.4063
3046290,0,-11.4045
6492155,0,-11.4044
891155,0,-11.4043
764201,0,-11.4042
1667614,0,-11.4037
22431383,0,-11.4026
9583770,0,-11.4018
743073,0,-11.4015
4903137,0,-11.3996
4788611,0,-11.3987
757898,0,-11.3973
3688004,0,-11.3938
135706251,0,-11.3931
19654276,0,-11.3926
16681794,0,-11.3921
2739825,0,-11.3891
951448,0,-11.3889
2994444,0,-11.3886
3227972,0,-11.3883
17394593,0,-11.3853
798461,0,-11.3848
84003,0,-11.3829
2814239,0,-11.3828
4829397,0,-11.3824
6469564,0,-11.3813
16457257,0,-11.3812
3123550,0,-11.3797
2392497,0,-11.3795
6498625,0,-11.3785
17148692,0,-11.3782
873118,0,-11.3777
792632,0,-11.3751
1889520,0,-11.374
5043073,0,-11.3732
3356192,0,-11.3722
2974355,0,-11.3714
2317547,0,-11.3714
2733073,0,-11.3697
2026057,0,-11.3695
3516854,0,-11.3682
2360895,0,-11.3677
135454365,0,-11.365
8853376,0,-11.3642
5727588,0,-11.3615
4673296,0,-11.3603
4618872,0,-11.3586
7205978,0,-11.3569
723386,0,-11.3554
7151317,0,-11.3542
3228050,0,-11.3534
1602394,0,-11.3513
7119083,0,-11.3511
2921921,0,-11.351
976793,0,-11.3499
5726651,0,-11.3486
2990967,0,-11.3479
6486597,0,-11.3469
713286,0,-11.3464
16192591,0,-11.3445
2213200,0,-11.3426
708645,0,-11.3401
2811998,0,-11.3398
1273259,0,-11.3354
3446849,0,-11.3344
24817447,0,-11.3337
754478,0,-11.3333
1858147,0,-11.3322
4292820,0,-11.3317
931757,0,-11.3309
7760101,0,-11.3306
952417,0,-11.3301
16682346,0,-11.33
9262304,0,-11.33
727019,0,-11.3293
592926,0,-11.3281
2556986,0,-11.3281
18109248,0,-11.328
1107346,0,-11.327
2128688,0,-11.3265
9684832,0,-11.3263
2116133,0,-11.3251
5713979,0,-11.3249
135404025,0,-11.3239
9701618,0,-11.3231
943484,0,-11.3229
1870623,0,-11.3212
9663584,0,-11.3212
16248065,0,-11.3205
6604200,0,-11.3204
16306134,0,-11.3195
3243444,0,-11.3164
2732369,0,-11.3164
4544232,0,-11.3158
2222949,0,-11.3149
3765310,0,-11.314
5104281,0,-11.3117
15999778,0,-11.3114
1132990,0,-11.3094
567867,0,-11.3059
2903208,0,-11.3054
9632084,0,-11.3032
2727621,0,-11.3032
864816,0,-11.3032
2322061,0,-11.3016
6533666,0,-11.3015
2611425,0,-11.3011
563608,0,-11.2999
830775,0,-11.2997
7333696,0,-11.2995
4778258,0,-11.2992
4137929,0,-11.2983
768384,0,-11.298
24685979,0,-11.2938
2354999,0,-11.2924
834181,0,-11.2917
9633709,0,-11.2912
2876085,0,-11.2907
16328951,0,-11.2901
2988368,0,-11.2889
135456278,0,-11.2886
952237,0,-11.2867
6485857,0,-11.2861
948123,0,-11.2851
2466,0,-11.285
2823566,0,-11.2839
2740670,0,-11.2835
7708843,0,-11.2806
22431375,0,-11.2804
4374555,0,-11.28
8072131,0,-11.2783
915653,0,-11.2776
3121332,0,-11.2772
24980954,0,-11.2763
1339478,0,-11.2756
5972151,0,-11.2746
6295909,0,-11.2721
16409857,0,-11.2717
975138,0,-11.2702
1311535,0,-11.2698
2954816,0,-11.2696
1246746,0,-11.2685
2129996,0,-11.2683
4560518,0,-11.2659
3962922,0,-11.2658
3835458,0,-11.2658
1428634,0,-11.2638
3123582,0,-11.2632
3212929,0,-11.2621
6493268,0,-11.2606
971362,0,-11.2575
3104620,0,-11.2574
3504072,0,-11.2573
949386,0,-11.2565
674453,0,-11.2562
3716622,0,-11.2557
6401041,0,-11.2549
3848953,0,-11.2545
2616378,0,-11.2543
24687591,0,-11.254
2740660,0,-11.2525
827749,0,-11.2521
2004286,0,-11.2507
7216332,0,-11.2501
2809798,0,-11.2493
5106822,0,-11.2481
9562822,0,-11.2472
20916474,0,-11.2468
2732481,0,-11.2457
17582153,0,-11.2449
7366046,0,-11.2421
9583715,0,-11.2418
2725405,0,-11.2405
2978221,0,-11.2392
5902978,0,-11.2383
7177780,0,-11.2361
1566182,0,-11.2349
15997868,0,-11.2332
7851946,0,-11.2324
3219520,0,-11.2309
2092342,0,-11.2289
6500136,0,-11.2279
2811904,0,-11.2277
9557299,0,-11.2243
251784,0,-11.2236
7205908,0,-11.2228
755277,0,-11.2226
135433514,0,-11.2224
2802308,0,-11.2221
935229,0,-11.2214
5348455,0,-11.2206
2079475,0,-11.2203
135444306,0,-11.2195
5877648,0,-11.2173
1849298,0,-11.2164
4782979,0,-11.2152
5291138,0,-11.2142
2531742,0,-11.2141
1965168,0,-11.2137
56642963,0,-11.2131
2090991,0,-11.2128
9116120,0,-11.2111
2948705,0,-11.2107
6458002,0,-11.2096
5348522,0,-11.2078
3421461,0,-11.2058
606669,0,-11.2047
537208,0,-11.2044
6401055,0,-11.204
16195589,0,-11.2029
2436306,0,-11.2027
6873030,0,-11.202
16398891,0,-11.2016
3758949,0,-11.1994
7676753,0,-11.1987
8299957,0,-11.1979
970026,0,-11.1971
4595327,0,-11.1947
2970586,0,-11.1922
16196807,0,-11.1914
9155553,0,-11.1895
719532,0,-11.1885
16325917,0,-11.1864
2823686,0,-11.1863
6068925,0,-11.1859
9657234,0,-11.1845
5151378,0,-11.1838
861143,0,-11.1832
2542034,0,-11.1829
7944313,0,-11.1814
2821758,0,-11.1813
826943,0,-11.1807
2246462,0,-11.1795
5927341,0,-11.1791
800175,0,-11.1789
4663588,0,-11.1787
3976167,0,-11.1781
7469416,0,-11.1771
799887,0,-11.1749
6187096,0,-11.1747
6002691,0,-11.1746
2178133,0,-11.1712
23609657,0,-11.1693
588415,0,-11.1689
2738050,0,-11.1676
4037716,0,-11.1675
767693,0,-11.1665
4003655,0,-11.1647
6468758,0,-11.1642
6468665,0,-11.1626
632515,0,-11.1617
2712632,0,-11.1616
54702899,0,-11.1595
3826217,0,-11.1587
2988991,0,-11.1586
690540,0,-11.1561
2096053,0,-11.1555
6486268,0,-11.1542
2774370,0,-11.1536
2747396,0,-11.1534
24793772,0,-11.153
16682220,0,-11.1529
738354,0,-11.1528
7717685,0,-11.1526
22521098,0,-11.1522
897741,0,-11.1509
1488546,0,-11.1498
135576406,0,-11.1493
676798,0,-11.1484
2810581,0,-11.1473
2255744,0,-11.1472
3104627,0,-11.1471
4105005,0,-11.1455
1512027,0,-11.1455
9664212,0,-11.1443
6883666,0,-11.1392
16194152,0,-11.1384
729841,0,-11.137
2743476,0,-11.1366
6869782,0,-11.1364
5122175,0,-11.136
871734,0,-11.1344
2185058,0,-11.1318
24792825,0,-11.1317
385493,0,-11.1316
16193976,0,-11.1301
1132747,0,-11.1293
8099017,0,-11.1292
940263,0,-11.1288
5346375,0,-11.1268
18573516,0,-11.1267
953577,0,-11.1253
972486,0,-11.1237
790437,0,-11.1227
4020692,0,-11.1216
16190731,0,-11.1213
7647239,0,-11.1204
669094,0,-11.1201
790863,0,-11.1193
955252,0,-11.119
3156035,0,-11.1172
6029,0,-11.1152
1078633,0,-11.1135
2059024,0,-11.1102
694109,0,-11.1083
1495114,0,-11.1077
2087469,0,-11.1056
2381436,0,-11.1047
135472815,0,-11.1046
2966393,0,-11.0999
4153654,0,-11.0972
3780247,0,-11.097
1587283,0,-11.0968
6879025,0,-11.0963
2384573,0,-11.0953
2728810,0,-11.0921
16189287,0,-11.092
3230264,0,-11.0913
7693798,0,-11.0875
1977563,0,-11.0873
16193479,0,-11.0868
1503254,0,-11.0826
1084962,0,-11.0825
6883197,0,-11.0817
22431419,0,-11.0808
1956262,0,-11.0802
17576705,0,-11.0779
16190206,0,-11.076
1385360,0,-11.0759
757519,0,-11.0741
2812861,0,-11.0727
2164200,0,-11.0724
2514833,0,-11.0723
925012,0,-11.0707
950009,0,-11.0698
3230486,0,-11.0677
720529,0,-11.0671
2430400,0,-11.0655
3790623,0,-11.0653
9678681,0,-11.0648
16549209,0,-11.0633
135486010,0,-11.0629
6473033,0,-11.0628
2210595,0,-11.0613
2813874,0,-11.0599
863202,0,-11.0552
16190261,0,-11.0545
2435432,0,-11.0544
1952833,0,-11.0537
2408757,0,-11.0535
2986838,0,-11.0528
2741225,0,-11.0525
1474972,0,-11.0517
2741039,0,-11.0507
9567201,0,-11.05
2810732,0,-11.0494
3488273,0,-11.0491
684849,0,-11.0472
2814286,0,-11.0472
2743230,0,-11.0471
6459253,0,-11.0468
16682387,0,-11.0454
16194947,0,-11.0444
6865805,0,-11.0438
925806,0,-11.0434
23723985,0,-11.0429
135458732,0,-11.039
930294,0,-11.0386
2836605,0,-11.0383
3804869,0,-11.0362
2885679,0,-11.035
2812064,0,-11.0347
2764061,0,-11.0344
894902,0,-11.0337
5397569,0,-11.0336
1452344,0,-11.0335
2509600,0,-11.0334
352290,0,-11.0311
4842831,0,-11.0309
2049789,0,-11.0305
4977668,0,-11.03
2857154,0,-11.0299
692216,0,-11.0299
2931989,0,-11.0299
6470203,0,-11.029
2814937,0,-11.0285
16193969,0,-11.0274
2960264,0,-11.0274
135651464,0,-11.0268
2268164,0,-11.0259
577819,0,-11.0258
6484054,0,-11.0237
5173580,0,-11.023
2555772,0,-11.0225
6458577,0,-11.0224
3158133,0,-11.0219
2806377,0,-11.0216
2731279,0,-11.021
759617,0,-11.0204
4827335,0,-11.0199
4124435,0,-11.0187
22514420,0,-11.0182
2567430,0,-11.0175
675323,0,-11.0167
950402,0,-11.0156
940989,0,-11.015
604596,0,-11.0146
7217990,0,-11.0144
2523434,0,-11.0138
727064,0,-11.0129
9584576,0,-11.0116
1488016,0,-11.0114
1226922,0,-11.0098
9327204,0,-11.0095
4458623,0,-11.0092
787279,0,-11.0089
88675,0,-11.0087
3755819,0,-11.0087
3100539,0,-11.007
6870346,0,-11.0058
2058905,0,-11.005
7529773,0,-11.0043
17388694,0,-11.0043
3474733,0,-11.0041
719055,0,-11.0039
2954873,0,-11.0002
791926,0,-10.9994
1141323,0,-10.998
2024989,0,-10.9966
748159,0,-10.9954
9580907,0,-10.9949
2886234,0,-10.9946
16303310,0,-10.9936
2231446,0,-10.9916
3178246,0,-10.9914
2545956,0,-10.9898
3586460,0,-10.9893
16457477,0,-10.9881
7162124,0,-10.9876
2811190,0,-10.9873
730401,0,-10.9868
237729,0,-10.9866
3101357,0,-10.9859
4347117,0,-10.9851
727295,0,-10.9848
2246474,0,-10.9842
766141,0,-10.9834
3295263,0,-10.9827
20887719,0,-10.9827
2396440,0,-10.9789
3102995,0,-10.9762
2472603,0,-10.9756
594820,0,-10.9732
4361118,0,-10.9731
81289,0,-10.9722
22517476,0,-10.9712
1508484,0,-10.9694
24792477,0,-10.9694
2274725,0,-10.9681
135436083,0,-10.968
7177783,0,-10.967
9580784,0,-10.9669
7532449,0,-10.9659
16324481,0,-10.964
757706,0,-10.9637
3991922,0,-10.9624
969640,0,-10.9611
726408,0,-10.96
24238955,0,-10.9594
694790,0,-10.9581
722875,0,-10.958
396823,0,-10.9578
857264,0,-10.9574
3994853,0,-10.9544
4906255,0,-10.9538
4976396,0,-10.9521
17332688,0,-10.9519
135402713,0,-10.9509
2239443,0,-10.9503
20906152,0,-10.9497
2491619,0,-10.9474
4801455,0,-10.9472
891107,0,-10.9448
1431724,0,-10.9447
2993632,0,-10.9429
2802709,0,-10.942
5702273,0,-10.9405
1943929,0,-10.9402
3218525,0,-10.9388
714726,0,-10.9383
6035804,0,-10.9379
2804180,0,-10.9378
1247262,0,-10.9338
2819085,0,-10.9332
16375975,0,-10.9313
1315348,0,-10.93
6492575,0,-10.93
1247427,0,-10.93
4875224,0,-10.9298
1266472,0,-10.9277
135519980,0,-10.9251
871238,0,-10.9249
894348,0,-10.9245
1182484,0,-10.9243
2740532,0,-10.9193
846651,0,-10.9178
5790593,0,-10.9178
2741618,0,-10.9175
3642065,0,-10.917
4792768,0,-10.9157
894137,0,-10.9151
135580564,0,-10.9149
6487925,0,-10.9138
16382071,0,-10.9133
16190382,0,-10.9114
2878114,0,-10.9106
809429,0,-10.909
6300825,0,-10.9078
2811817,0,-10.9077
846944,0,-10.9065
6464283,0,-10.905
7217442,0,-10.904
756940,0,-10.9023
1506500,0,-10.9021
1970474,0,-10.9008
749205,0,-10.9007
6860266,0,-10.9005
135459514,0,-10.8996
763761,0,-10.8991
3723661,0,-10.899
4825855,0,-10.8989
16383919,0,-10.8977
4962650,0,-10.8976
4793342,0,-10.8958
2420225,0,-10.8955
16192941,0,-10.8954
2937988,0,-10.8931
2572022,0,-10.8928
9613798,0,-10.892
3471388,0,-10.8908
2847188,0,-10.8874
690545,0,-10.8872
6461455,0,-10.8868
875986,0,-10.8854
1448807,0,-10.885
7197239,0,-10.8844
2091305,0,-10.8841
5346477,0,-10.8835
829009,0,-10.8828
1416926,0,-10.8828
749157,0,-10.8826
797063,0,-10.8824
965831,0,-10.8818
2976438,0,-10.8814
747323,0,-10.8804
16193378,0,-10.88
1088126,0,-10.8783
2097080,0,-10.877
4822129,0,-10.8765
917385,0,-10.8764
2371418,0,-10.8761
7150783,0,-10.876
17528292,0,-10.8741
3548628,0,-10.8734
16187550,0,-10.8732
4729873,0,-10.8723
24790913,0,-10.872
715703,0,-10.8716
4792360,0,-10.8715
9253224,0,-10.8706
7208982,0,-10.87
7207382,0,-10.8687
2108229,0,-10.8683
1247056,0,-10.8676
24818720,0,-10.866
3113974,0,-10.8636
5903277,0,-10.8636
6621465,0,-10.8626
934044,0,-10.8605
804291,0,-10.8577
26964,0,-10.8568
2732546,0,-10.8562
2125728,0,-10.8561
3176403,0,-10.8538
613677,0,-10.8527
6891709,0,-10.8509
2466075,0,-10.849
135439740,0,-10.8485
3369429,0,-10.8479
2175175,0,-10.8468
4064683,0,-10.8458
16195020,0,-10.8455
734473,0,-10.8448
676277,0,-10.8412
3628478,0,-10.8409
24687563,0,-10.8393
722976,0,-10.8369
3159538,0,-10.8367
2490254,0,-10.8362
763855,0,-10.8352
